Relation	Sentence	NER1	NER2
father	Other traditions give <e1>Cydon</e1> as the offspring of Acacallis and <e2>Apollo</e2>, and thus, brother to Oaxes.	PERSON	PERSON
father	<e1>Acacallis</e1> was the daughter of <e2>Minos</e2>, king of Crete, and Pasiphae or Crete.	PERSON	PERSON
father	He is the younger brother of Emperor <e1>Naruhito</e1> and the younger son of Emperor Emeritus <e2>Akihito</e2> and Empress Emerita Michiko.	PERSON	PERSON
father	She was the wife of her brother <e2>Seqenenre Tao</e2> and was the mother of Princess <e1>Ahmose</e1>.	PERSON	PERSON
father	Damar also advises <e2>Dukat</e2> to keep his daughter, <e1>Tora Ziyal</e1>, confined to quarters "for her own safety."	PERSON	PERSON
father	According to the "Homeric Hymn to Selene", the goddess bore <e2>Zeus</e2> a daughter, <e1>Pandia</e1> ("all-brightness"), "exceeding lovely amongst the deathless gods".	PERSON	PERSON
father	<e2>Brahma</e2> found that the person whom he had revered was his own son, <e1>Narada</e1>.	PERSON	PERSON
father	<e1>Ben-Ammi</e1> (Hebrew בן־עמי for "son of my people") was the son of <e2>Lot</e2> and his youngest daughter.	PERSON	PERSON
father	Abel Abelsøn (1252 – 2 April 1279), Lord of Langeland, was the third son of King <e2>Abel of Denmark</e2>, Duke of Schleswig and younger brother of <e1>Valdemar III, Duke of Schleswig</e1> and Eric I, Duke of Schleswig.	PERSON	PERSON
father	<e1>Alaa Mubarak</e1> (  ) (born 26 November 1960 in Cairo) is an Egyptian businessman and the elder of two sons of <e2>Hosni Mubarak</e2>, the former President of Egypt who served from 1981 to 2011, and his wife Suzanne Mubarak.	PERSON	PERSON
father	He was the son of actor <e1>Pierre Renoir</e1>, the nephew of director Jean Renoir, and the grandson of painter <e2>Pierre-Auguste Renoir</e2>.	PERSON	PERSON
father	Dr <e1>Sekou Nkrumah</e1> (born 1 December 1963) is a Ghanaian politician and last son of Ghana's first President Dr <e2>Kwame Nkrumah</e2>.	PERSON	PERSON
father	In the church cemetery lies the grave of <e1>Lev Lvovich Tolstoy</e1>, the son of Russian writer <e2>Leo Tolstoy</e2>.	PERSON	PERSON
father	It is named after Greek mythological character <e1>Despoina</e1>, a nymph who was a daughter of <e2>Poseidon</e2> and Demeter.	PERSON	PERSON
father	The healing temple was named after <e1>Asclepius</e1>, the son of <e2>Apollo</e2>.	PERSON	PERSON
father	In Greek mythology, <e1>Iamus</e1> was the son of <e2>Apollo</e2> and Evadne, a daughter of Poseidon, raised by Aepytus.	PERSON	PERSON
father	She was the wife of <e1>Yakov Dzhugashvili</e1>, and the daughter-in-law of <e2>Joseph Stalin</e2>.	PERSON	PERSON
father	By December 363 <e2>Jovian</e2> was at Ancyra proclaiming his infant son, <e1>Varronianus</e1>, consul.	PERSON	PERSON
father	His father was a son of <e1>Miran Shah</e1>, himself the third son of <e2>Timur</e2>.	PERSON	PERSON
father	In Greek mythology, <e1>Bergion</e1> (Ancient Greek: Βεργίων) or Dercynus (Δέρκυνος) was a son of <e2>Poseidon</e2> and brother of Alebion.	PERSON	PERSON
father	She was the daughter of Greek–Syrian King Antiochus VIII Grypus and Greek Ptolemaic Princess Cleopatra <e1>Tryphaena</e1> (see Cleopatra VI of Egypt), a daughter of <e2>Ptolemy VIII Physcon</e2>.	PERSON	PERSON
father	At the time of the donation <e1>Carloman</e1>, the eldest son of <e2>Charles Martel</e2>, "majordomo" or mayor of the palace and duke of the Franks, brother of King Pepin the Short, donated the Marienkirche (Our Ladies Church, later Kilians church) in Nierstein, including the vineyard, to the diocese of Würzburg.	PERSON	PERSON
father	<e1>Wanda Piłsudska</e1>, of the Piłsudski coat of arms, was the elder daughter of <e2>Józef Piłsudski</e2> and Aleksandra Szczerbińska.	PERSON	PERSON
father	In 2003, <e2>Willy Brandt</e2>'s son, <e1>Matthias Brandt</e1>, took the part of Guillaume in the film "Im Schatten der Macht" ("In the Shadow of Power") by German filmmaker Oliver Storz.	PERSON	PERSON
father	<e1>Jacques Cassini</e1> (18 February 1677 – 16 April 1756) was a French astronomer, son of the famous Italian astronomer <e2>Giovanni Domenico Cassini</e2>.	PERSON	PERSON
father	<e1>Ramesses VI</e1> was a son of <e2>Ramesses III</e2>, the latter being considered the last great pharaoh of the New Kingdom period.	PERSON	PERSON
father	In Greek mythology, <e1>Ialmenus</e1> or Ialmenos (Ancient Greek: Ἰάλμενος) was a son of <e2>Ares</e2> and Astyoche, and twin brother of Ascalaphus.	PERSON	PERSON
father	By this time <e1>Ögedei Khan</e1>, third son of <e2>Genghis Khan</e2>, had become Great Khan of the Mongol Empire.	PERSON	PERSON
father	<e1>Hezekiah</e1> (; ), or Ezekias, was, according to the Hebrew Bible, the son of <e2>Ahaz</e2> and the 13th king of Judah.	PERSON	PERSON
father	She was married to Nobel laureate playwright <e2>Dario Fo</e2> and is the mother of writer <e1>Jacopo Fo</e1>.	PERSON	PERSON
father	He was the third son of Emperor <e2>Akbar</e2> the Great and the brother of the Emperor <e1>Jahangir</e1>.	PERSON	PERSON
father	The genus is named after <e1>Eumolpus</e1>, from Greek mythology, who was the son of <e2>Poseidon</e2> and Chione.	PERSON	PERSON
father	<e1>Julian Lennon</e1>, son of <e2>John Lennon</e2>, performed the song at a spring 1985 concert, seen in the 1985 home video release "Stand by Me: A Portrait of Julian Lennon".	PERSON	PERSON
father	He later served under <e2>Emperor Wen of Sui</e2>'s son <e1>Yang Liang</e1> the Prince of Han, and became a major proponent of Yang Liang's rebellion against his brother Emperor Yang of Sui after Emperor Wen's death in 604.	PERSON	PERSON
father	<e2>Ron Paul</e2>'s son, <e1>Rand Paul</e1>, was a member for over two decades until his election to the U.S. Senate.	PERSON	PERSON
father	<e1>Pollux</e1> was the son of <e2>Zeus</e2>, who seduced Leda, while Castor was the son of Tyndareus, king of Sparta and Leda's husband.	PERSON	PERSON
father	<e1>Aeacus</e1> was also a son of <e2>Zeus</e2>.	PERSON	PERSON
father	Some writers have proposed that <e1>Hezekiah</e1> served as coregent with his father <e2>Ahaz</e2> for about 14 years.	PERSON	PERSON
father	Ejei Khongghor or <e1>Ejei Khan</e1> (; ?–1661) was the son of <e2>Ligdan Khan</e2>, the last in the Borjigin clan of Mongol Khans, who once established the Mongol Empire in the 13th century.	PERSON	PERSON
father	<e1>Robert</e1> was son of <e2>Louis IX of France</e2> and Margaret of Provence.	PERSON	PERSON
father	Hyginus also reports a tradition that while married to Pan she had a son by <e2>Zeus</e2> whom she called <e1>Aegipan</e1>.	PERSON	PERSON
father	<e1>Giuseppe Cossiga</e1> is the son of the former Italian Prime Minister and former President of the Italian Republic <e2>Francesco Cossiga</e2>.	PERSON	PERSON
father	In 2000, he joined the National Democratic Party with ex-president <e2>Hosni Mubarak</e2>, who was ruling the party, alongside with his son, <e1>Gamal Mubarak</e1>.	PERSON	PERSON
father	In 782 he was betrothed to <e1>Rotrude</e1>, a daughter of the Frankish King <e2>Charlemagne</e2> by his third wife Hildegard.	PERSON	PERSON
father	Publius Septimius <e1>Geta</e1> (fl. 2nd century, c. 110 – 171) was the father of the emperor Lucius <e2>Septimius Severus</e2>, father-in-law of the Roman empress Julia Domna and the paternal grandfather of Roman emperors Caracalla and Geta.	PERSON	PERSON
father	In Greek mythology <e1>Linus</e1> (Greek: Λῖνος "Linos" "flax"), son of <e2>Apollo</e2> and Psamathe, daughter of King Crotopus of Argos.	PERSON	PERSON
father	After the death of the <e2>Kangxi Emperor</e2> in the winter of 1722, his fourth son, Prince Yong (雍親王), became the <e1>Yongzheng Emperor</e1>.	PERSON	PERSON
father	<e1>Siegfried Wagner</e1>, the son of <e2>Richard Wagner</e2>, composed several operas on fairy tale and legendary topics.	PERSON	PERSON
father	They were descended from <e1>Ögedei Khan</e1> (c. 1186–1241), a son of <e2>Genghis Khan</e2> who had become his father's successor, second Khagan of the Mongol Empire.	PERSON	PERSON
father	The Golden Volcano () is a novel by <e2>Jules Verne</e2>, published posthumously and edited by his son <e1>Michel Verne</e1>.	PERSON	PERSON
father	He is married to <e1>Anita Bose Pfaff</e1> (born 1942), also an economics professor, and the daughter of Indian nationalist <e2>Subhas Chandra Bose</e2>.	PERSON	PERSON
father	From the "Homeric Hymn to Selene", we have: "Once the Son of Cronos [<e2>Zeus</e2>] was joined with her [Selene] in love; and she conceived and bare a daughter <e1>Pandia</e1>, exceeding lovely amongst the deathless gods."	PERSON	PERSON
father	Zhu Youjian was son of the <e2>Taichang Emperor</e2> and younger brother of the <e1>Tianqi Emperor</e1>, whom he succeeded to the throne in 1627.	PERSON	PERSON
father	It is named for <e1>Aristaeus</e1>, the son of <e2>Apollo</e2> and the nymph Cyrene.	PERSON	PERSON
father	In a 1997 article, "Rolling Stone" reported that Weberman, "a man that terrorized <e2>Bob Dylan</e2> during the '60s", had now "returned to hassle his son", <e1>Jakob Dylan</e1>.	PERSON	PERSON
father	The first bearer of the title was <e1>Yunli</e1> (1697–1738), the 17th son of the <e2>Kangxi Emperor</e2>.	PERSON	PERSON
father	One of his students was <e1>Christian Brando</e1>, son of Laughlin's friend, <e2>Marlon Brando</e2>.	PERSON	PERSON
father	She should not be confused with <e1>Julia the Elder</e1>, daughter of <e2>Augustus</e2>.	PERSON	PERSON
father	He was also a great-great-great-grandson of <e1>Sarah Franklin Bache</e1> and Richard Bache and a great-great-great-great-grandson of <e2>Benjamin Franklin</e2>, one of the Founding Fathers of the United States of America.	PERSON	PERSON
father	Plutarch, Cassius Dio and Suetonius state that Octavian killed Antony's son Marcus Antonius Antyllus and Cleopatra's son with <e2>Julius Caesar</e2>, <e1>Caesarion</e1>.	PERSON	PERSON
father	Infante Antonio Pascual Francisco Javier Juan Nepomuceno Aniello Raimundo Silvestre of Spain (31 December 1755 – 20 April 1817) was a son of King <e2>Charles III of Spain</e2> and younger brother of King <e1>Charles IV of Spain</e1> and King Ferdinand I of the Two Sicilies.	PERSON	PERSON
father	Charles Frederick of the line of the Dukes of Holstein-Gottorp married Grand Duchess <e1>Anna Petrovna of Russia</e1>, daughter of <e2>Peter the Great</e2>.	PERSON	PERSON
father	In 1543, Spanish explorer Ruy López de Villalobos named the archipelago "Las Islas Filipinas" in honor of <e1>Philip II of Spain</e1>, who was then Prince of Girona and of Asturias under his father, <e2>Charles V, Holy Roman Emperor</e2> who, as Charles I, was also King of Spain.	PERSON	PERSON
father	He becomes the father in-law of <e2>Goku</e2>, the grandfather of <e1>Gohan</e1> and Goten, and the great-grandfather of Pan.	PERSON	PERSON
father	<e2>Amenemhat I</e2> is considered to be the first king of Egypt to have had a coregency with his son, <e1>Senusret I</e1>.	PERSON	PERSON
father	Brabham replaced Swiss driver Gregor Foitek with Australian driver <e1>David Brabham</e1>, the youngest son of team founder Sir <e2>Jack Brabham</e2>.	PERSON	PERSON
father	The sea god <e2>Poseidon</e2> fathered a son <e1>Nauplius</e1>, by Amymone, daughter of Danaus.	PERSON	PERSON
sport	<e1>Pauline Davis-Thompson</e1>, Debbie Ferguson, Chandra Sturrup, Savatheda Fynes and Eldece Clarke-Lewis teamed up for the first <e2>athletics</e2> Olympic Gold medal for the country when they won the 4 × 100 m relay at the 2000 Summer Olympics.	PERSON	OTHER
sport	<e1>Delfo Cabrera</e1> Gómez (April 2, 1919 – August 2, 1981) was an Argentine athlete, winner of the marathon race at the 1948 Summer Olympics in one of the most dramatic finishes in <e2>athletics</e2> history.	PERSON	OTHER
sport	Giorgio Rondelli (born 11 February 1946) is an Italian <e2>athletics</e2> coach, best known for being the personal coach of Olympic and world champion <e1>Alberto Cova</e1>.	PERSON	OTHER
sport	Inspired by competitors like <e1>Mary Peters</e1> she started in <e2>athletics</e2> at the age of 10.	PERSON	OTHER
sport	In celebration of the anniversary, prominent Italian <e2>athletics</e2> journalist Ennio Buongiovanni published a book documenting the event's history: "<e1>Campaccio</e1> e Dintorni - 50 Anni Di Storia" ("Campaccio and its Setting – 50 Years of History").	PERSON	OTHER
sport	<e1>Jarkko Tapola</e1> (born 5 May 1944) is a Finnish former sprinter who participated in world <e2>athletics</e2> for Finland in the late 1960s and 1970s.	PERSON	OTHER
sport	In 2014, UCLA named all of its recreation and <e2>athletics</e2> facilities in honor of <e1>Jackie Robinson</e1>, who was a four-sport student-athlete at the school and went on to play Major League Baseball as the first African American to do so in the league.	PERSON	OTHER
sport	Sudan obtained one medal at the Beijing Games, when <e1>Ismail Ahmed Ismail</e1> took silver in the men's 800 metres race in <e2>athletics</e2>.	PERSON	OTHER
sport	Dmitry Karpov and <e1>Olga Rypakova</e1> are among the most notable Kazakhstani <e2>athletics</e2>.	PERSON	OTHER
sport	A wide variety of top-level athletes were present that year (including Roman Sebrle, Dayron Robles, <e1>Yargelis Savigne</e1>, Koji Murofushi and Ezekiel Kemboi) and the event attracted around 3700 people (the highest ever for an <e2>athletics</e2> event in Dubnica).	PERSON	OTHER
sport	His personal best jump is 2.27 metres, achieved on 19 September 1979 in Bologna, setting a new Italian record on the same day in which we were able Massimo Di Giorgio and <e1>Bruno Bruni</e1> (exceptional event for <e2>athletics</e2>).	PERSON	OTHER
sport	In the women's triple jump <e1>Caterine Ibargüen</e1> won Colombia's first Olympic gold medal in <e2>athletics</e2>.	PERSON	OTHER
sport	In 1970, she gained more recognition at ISTAF <e2>athletics</e2> meet in Berlin then at the AAA championships running 52.6 in front of Germany’s <e1>Christel Frese</e1> and Inge Eckhoff.	PERSON	OTHER
sport	<e1>Maria Guida</e1> won one important medal, at individual level, at the International <e2>athletics</e2> competitions (gold medal at the European Championships in the marathon).	PERSON	OTHER
sport	Some of Ireland's highest performers in <e2>athletics</e2> have competed at the Olympic Games, such as Eamonn Coghlan and <e1>Sonia O'Sullivan</e1>.	PERSON	OTHER
sport	<e1>Erica Alfridi</e1> won three medals, at individual level, at the International <e2>athletics</e2> competitions.	PERSON	OTHER
sport	The meeting returned to the European <e2>athletics</e2> calendar in 2008 and was highlighted by performances from Italians <e1>Elisa Cusma</e1> and Antonietta Di Martino, and also a national record run by Bahraini sprinter Roqaya Al-Gassra.	PERSON	OTHER
sport	Olympic stars Maria de Lurdes Mutola (<e2>athletics</e2>-800 m), Penny Heyns (swimming), <e1>Gete Wami</e1> (athletics, 10000 m) all starred in the women's events.	PERSON	OTHER
sport	<e1>Roger Black</e1>, Olympic <e2>athletics</e2> medallist, lives in the village.	PERSON	OTHER
sport	Daliņš' success made race walking one of the most popular <e2>athletics</e2> disciplines in Latvia, with two more Latvians winning Olympic medals: <e1>Adalberts Bubenko</e1> at the 1936 Summer Olympics and Aigars Fadejevs at the 2000 Summer Olympics.	PERSON	OTHER
sport	Kafetzi qualified for the host nation's <e2>athletics</e2> squad, along with Stiliani Pilatou and <e1>Niki Xanthou</e1>, in the women's long jump at the 2004 Summer Olympics in Athens.	PERSON	OTHER
sport	This remained the highest placing of a Guatemalan athlete at the Olympics until <e1>Erick Barrondo</e1> won an <e2>athletics</e2> silver medal in 2012.	PERSON	OTHER
sport	Estonians in other delegations were <e1>Kalevi Kotkas</e1> for in <e2>athletics</e2>; August Lootus was a reserve for in sailing; the 1924 Summer Olympics bronze medalist Aleksander Klumberg was an athletics coach for ; and Valter Palm was a boxing coach for Finland.	PERSON	OTHER
sport	7) <e1>Jan Železný</e1> (<e2>athletics</e2>, Czech Republic)	PERSON	OTHER
sport	<e1>Emil Zátopek</e1>, winner of four Olympic gold medals in <e2>athletics</e2>, is considered one of the top athletes in Czechoslovak history.	PERSON	OTHER
